-43.783333,-4.7
-62.8,1.533333
-48.416667,-1.666667
-62.266111,-1.038889
-62.8,5.916667
-58.95,3.983333
-58.25,6.333333
-72.616667,-7.616667
-58.116667,5.366667
-50.5,-0.25
-54,5.433333
-59.516667,4.183333
-57.833333,6.35
-55.521228,-1.901332
-59.74583,-2.41625
-52.539719,-0.8678545
-52.6008224,-0.8809315
-54.93,-2.48
-60.5089,-2.8275
-65.295,-0.6911
-65.0422,-0.5189
-65.0192,-0.4142
-60.4622993,-2.9402229
-51.41078,-1.1702201
-54.7207332,-2.4465466
-60.0063694,-3.0786429
-60.13,-3.03
-68.1522703,1.4704187
-60.083333,-2.316667
-61.726002,3.785408
-62.8,1.53
-60.3529429,-2.6996631
-52.0174098,0.8811031
-34.9786,-6.4936
-35.2486,-6.6272
-39.05,-16
-39.02,-16.37
-39.039072,-15.159747
-60.02527,-2.96666
-48.4833333,-1.45
-48.41666,-1.66666
-50.5,0.25
-59.72777,-2.40722
-39.01666,-16.36666
-56.38333,-1.46666
-66.75,0.33333
-62.8,1.53333
-39.53333,-12.75
-60.13333,-3.03333
-72.11666,-7.13333
-59.96666,2.88333
-59.96666,-2.88333
-49.68333,-3.88333
-61.83333,3.75
-54.1333333,-10.45
-66.84111,1.17833
-60.6833333,-2.3666667
-49.63333,-3.96666
-72.8213889,-7.4727778
-72.61666,-7.61666
-41.6188889,-13.0147222
-39.016667,-16.366667
-41.416667,-13.033333
-41.316667,-12.833333
-41.45,-12.45
-52.299387,3.176461
-48.502368,-1.45502
-49.674109,-3.769528
-49.116928,-5.369967
-54.1333,-10.45
-72,-7
-54.958981,-2.523074
-63.1333,0.216667
-39.15,-13.16667
-40.438889,-10.568889
-60.02643,-3.106409
-39.034401,-14.797177
-52.8731,-10.8339
-53,-4
-63,-5
-57.583333,5.6
-39.019167,-15.076389
-48.879269,-1.722189
-48.1967,-1.96083
-35.9447,-8.45806
-35.5306,-8.7075
-35.709722,-7.041944
-55,-9
-52.351111,-3.203333
-61.666667,3.833333
-47.632833,-14.164667
-61.6975,3.765639
-39.15,-13.166667
-49.936836,-0.979247
-41.346111,-12.806389
-40.315833,-10.523056
-38.2025,-12.2111
-40.0461,-7.2125
-35.741667,-6.558333
-39.045,-4.41833
-35.6917,-6.96333
-47.642777,-7.0847222
-34.9358,-6.68833
-35.112778,-6.424444
-39.3042,-7.31111
-63.366667,0.7
-35.678611,-8.401389
-42.826389,-2.746944
-59.283333,5.55
-34.9322,-7.125
-48.5044,-1.45583
-54.936944,-2.636667
-48.263139,-1.355306
-35.7969,-8.23333
-61.833333,-3.75
-35.7286,-8.47028
-46.7656,-1.05361
-36.3711,-8.14583
-50.4833,-1.66667
-34.986389,-8.316389
-39.058333,-13.563056
-38.301111,-12.673889
-39.1039,-13.9447
-36.2519444,-9.8322222
-40.251389,-10.400556
-54.6464,-20.4428
-35.2744,-7.40694
-38.9472,-15.675
-61,1.28
-35.9761,-8.28333
-46.43,-2.72
-39.471944,-12.853056
-43.3561,-4.85889
-55.7497,-15.4606
-37.725,-12.040833
-35.8036111,-9.66
-37.033333,-9.9925
-39.4094,-7.23417
-35.0864,-7.14
-72.5,-7.5
-47.8481,-0.728889
-39.466667,-12.866667
-37.958333,-12.168889
-37.438056,-11.268611
-39.7242,-7.51194
-38.313056,-12.493056
-35.766667,-9.233333
-36.4928,-8.89028
-34.8206,-7.6061
-35.5647,-8.20111
-38.971167,-4.218056
-40.511,-20.658
-62.133333,-7.6
-36.7870556,-9.0100278
-35.937693,-8.979501
-40.8894,-3.92333
-41.283333,-13.4
-39.462222,-13.916944
-35.0225,-7.7942
-38.1675,-13.802222
-49.583056,-0.983056
-39.035,-14.9775
-37.511389,-11.519444
-60.146753,-3.196339
-54.75,-2.41667
-34.8256,-7.74778
-39.5339,-15.9508
-34.9710139,-7.7057306
-39.133333,-13.716667
-35.0147,-8.11278
-35.248611,-6.627222
-40.809167,-11.154167
-35.5026,-8.4312
-34.8631,-7.115
-35.5117,-8.4228
-41.4030556,-12.5602778
-51.0664,-0.366667
-35.7353,-9.66583
-47.5986,-0.793889
-35.125833,-6.838889
-60.6206,-3.29972
-60.025,-3.10194
-72.930661,-7.482211
-47.561389,-0.606389
-40.4308,-13.4411
-38.9194,-12.7778
-35.8089,-8.7825
-39.0147,-14.1031
-35.9,-9.71
-38.2992,-12.5303
-34.9786111,-6.4936111
-35.7667,-7.125
-37.2258,-7.1507
-51.62,0.17
-35.8417,-9.38333
-38.9456,-7.31333
-48.767192,-1.890289
-35.0922,-8.11861
-41.1561,-11.55
-35.9433,-9.30667
-35.55,-7.64139
-39.1069,-13.5994
-39.6806,-7.09167
-60.9442,-2.62139
-49.8544,-2.00306
-55.8661,-1.76556
-47.112956,-1.546853
-38.9233,-4.225
-35.5917,-8.68333
-48.16,-10.280556
-41.476111,-12.456111
-56.789167,-9.324444
-35.5517,-9.465
-34.8731,-7.94083
-36.4166667,-9.25
-35.1164,-7.40194
-36.6964,-8.35778
-41.766667,-13.15
-49.4292,-26.0981
-35.9567,-9.59722
-40.3563889,-10.7280556
-38.3278,-12.4306
-50.7265523,-1.94071
-52.233333,-1.733333
-51.25,0.33
-39.0647,-16.4497
-63.9039,-8.76194
-59.5,-1.5
-47.116725,-0.958772
-36.4311,-9.255
-34.8811,-8.05389
-35.1586,-8.66361
-35.8533,-9.47833
-35.0806,-6.80306
-40.490556,-12.318611
-36.786944,-9.01
-38.5,-12.966667
-48.5167,-0.753333
-39.0247,-16.2781
-48.086944,-1.386667
-65.0192,-0.413889
-37.45,-11.35
-34.978056,-7.114167
-39.475833,-12.853611
-43.777427,-19.010781
-50.4166667,-8.75
-54.95,-2.48333
-47.3935556,-0.9151667
-38.760278,-12.570556
-47.766531,-1.665533
-51,-11
-66.676972,0.286778
-47.53,-14.71
-36.1063889,-9.0269444
-44.151389,-2.646389
-35.0183,-8.00222
-44.262222,-2.567703
-36.0936,-9.78111
-38.4953,-12.5125
-35.05,-7.063889
-35.2325,-7.096389
-54.133333,-10.45
-35.146667,-8.553611
-35.1047,-8.75972
-64.7114,-3.35417
-36.3528,-9.90528
-42.8019,-5.08917
-48.15,-2.41667
-38.1017,-7.83806
-49.6725,-3.76611
-37.3397,-8.75333
-39.0753,-15.2933
-39.090278,-13.328889
-39.446389,-12.960833
-48.879269,-1.722189
-35.709722,-7.041944
-47.632833,-14.164667
-61.6975,3.765639
-39.15,-13.166667
-49.936836,-0.979247
-41.316667,-12.833333
-35.741667,-6.558333
-35.704167,-6.97
-34.935556,-6.688333
-35.112778,-6.424444
-35.678611,-8.401389
-42.826389,-2.746944
-48.410556,-1.434167
-39.05,-16
-48.263139,-1.355306
-35.720556,-8.510278
46.7497222,-1.0486111
-36.389167,-8.201389
-34.986389,-8.316389
-38.919722,-13.588611
-38.301111,-12.673889
-39.1,-13.95
-36.251944,-9.832222
-40.251389,-10.400556
-61,1.28
-36,-8.31
-39.471944,-12.853056
-37.725,-12.040833
-35.8036111,-9.66
-36.2722222,-9.9925
-39.545278,-7.292778
-39.466667,-12.866667
-38.090556,-12.038333
-37.438056,-11.268611
-38.313056,-12.493056
-35.766667,-9.233333
-34.818056,-7.604722
-38.92,-4.2711111
-36.7870556,-9.0100278
-35.937693,-8.979501
-39.462222,-13.916944
-35.0027778,-7.8388889
-38.1675,-13.802222
-39.035,-14.9775
-37.511389,-11.519444
-60.146753,-3.196339
-39.533333,-15.95
-34.9710139,-7.7057306
-39.133333,-13.716667
-35.248611,-6.627222
-40.809167,-11.154167
-35.840556,-8.72
-34.863056,-7.115
-35.854722,-8.707778
-41.4030556,-12.5602778
-35.129167,-6.604444
-59.977831,-3.100878
-72.930661,-7.482211
-47.578611,-0.060283
-40.5,-13.5
-35.808889,-8.7825
-39.02,-14.1
-35.9,-9.71
-34.9786111,-6.4936111
-37.382778,-7.251944
-48.767192,-1.890289
-41.340833,-12.973333
-41.416667,-13.033333
-35.8794444,-9.2241667
-47.112956,-1.546853
-48.16,-10.280556
-41.575278,-12.543611
-56.789167,-9.324444
-34.122222,-7.209444
-41.766667,-13.15
-35.9216667,-9.6094444
-40.3563889,-10.7280556
-39.18361,-16.39389
-47.116725,-0.958772
-36.6695444,-9.4088556
-40.490556,-12.318611
-36.786944,-9.01
-39.516667,-12.933333
-48.086944,-1.386667
-37.45,-11.35
-34.978056,-7.114167
-39.478889,-12.849722
-43.777427,-19.010781
-54.956778,-2.493667
-47.3935556,-0.9151667
-38.760278,-12.570556
-47.766531,-1.665533
-51,-11
-47.53,-14.71
-36.1063889,-9.0269444
-44.151389,-2.646389
-44.328889,-2.691667
-36.144444,-9.691667
-35.05,-7.063889
-35.2325,-7.096389
-35.148056,-8.554444
-35.104444,-8.759722
-38.076667,-7.831389
-39.032778,-15.1925
-39.880556,-13.328889
-39.446389,-12.960833
-41.6188889,-13.0147222
-48.6422222,-1.4488889
-47.3205556,-7.255
-39.016667,-16.366667
-50.5,-0.25
-39.019167,-15.076389
-41.416667,-13.033333
-41.316667,-12.833333
-41.45,-12.45
